,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,OWS,DWS,WS,OBPM,DBPM,BPM,VORP,Year,UID,Salary,Cap%
83,Mike Conley,PG,25,MEM,80,80,34.5,5.2,11.8,1.3,3.7,3.9,8.1,2.9,3.5,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,5.1,4.7,9.9,2.3,2.3,4.6,4.6,2013,conlemi01,  7305786 ,0.12450426898890574
84,Will Conroy,PG,30,MIN,4,0,5.0,0.0,2.3,0.0,0.8,0.0,1.5,0.3,0.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,-0.2,0.0,-0.2,-16.4,-8.5,-24.9,-0.1,2013,conrowi01,  85439 ,0.001456040491487585
85,Daequan Cook,SG,25,TOT,49,1,9.0,1.0,3.4,0.5,1.9,0.5,1.6,0.2,0.2,0.1,1.1,1.2,0.4,0.2,0.1,0.3,0.5,2.8,-0.6,0.4,-0.2,-3.5,-1.3,-4.8,-0.3,2013,cookda02,  589769 ,0.010050767736328159
86,Daequan Cook,SG,25,TOT,49,1,9.0,1.0,3.4,0.5,1.9,0.5,1.6,0.2,0.2,0.1,1.1,1.2,0.4,0.2,0.1,0.3,0.5,2.8,-0.6,0.4,-0.2,-3.5,-1.3,-4.8,-0.3,2013,cookda02,  3090042 ,0.05266009986536921
87,Chris Copeland,PF,28,NYK,56,13,15.4,3.3,6.8,1.1,2.5,2.2,4.3,1.1,1.5,0.6,1.5,2.1,0.5,0.3,0.2,0.9,1.9,8.7,1.5,0.6,2.1,1.1,-1.6,-0.5,0.3,2013,copelch01,  473604 ,0.008071098689480052
88,DeMarcus Cousins,C,22,SAC,75,74,30.5,6.4,13.8,0.1,0.3,6.4,13.5,4.2,5.6,3.0,7.0,9.9,2.7,1.4,0.7,3.0,3.6,17.1,2.0,2.3,4.4,0.7,-0.5,0.2,1.2,2013,couside01,  3880800 ,0.06613609638882735
89,Jamal Crawford,SG,32,LAC,76,0,29.3,5.9,13.4,2.0,5.2,3.9,8.2,2.8,3.3,0.3,1.4,1.7,2.5,1.0,0.2,1.9,0.9,16.5,3.7,1.7,5.4,2.3,-1.3,1.0,1.7,2013,crawfja01,  5000000 ,0.08520935939603606
90,Jordan Crawford,SG,24,TOT,70,14,24.4,4.3,10.4,1.2,3.5,3.1,6.8,1.8,2.3,0.6,2.4,3.0,3.2,0.6,0.1,2.0,1.5,11.6,0.2,1.7,1.9,0.3,-1.1,-0.9,0.5,2013,crawfjo02,  1198680 ,0.020427750984168103
91,Jae Crowder,SF,22,DAL,78,16,17.3,1.8,4.7,0.8,2.5,1.0,2.2,0.6,0.9,0.4,1.9,2.4,1.2,0.8,0.2,0.6,1.6,5.0,0.2,1.3,1.5,-1.9,0.9,-1.0,0.3,2013,crowdja01,  600491 ,0.010233490686617018
92,Dante Cunningham,PF,25,MIN,80,9,25.1,3.9,8.4,0.0,0.1,3.9,8.3,0.8,1.3,1.8,3.3,5.1,0.8,1.1,0.5,0.7,1.9,8.7,1.1,2.4,3.5,-1.8,0.4,-1.4,0.3,2013,cunnida01,  2090000 ,0.03561751222754307
93,Jared Cunningham,SG,21,DAL,8,0,3.3,0.8,1.8,0.3,0.4,0.5,1.4,0.3,0.3,0.1,0.3,0.4,0.1,0.1,0.0,0.3,0.4,2.0,0.0,0.0,0.0,0.4,-1.9,-1.5,0.0,2013,cunnija01,  1156320 ,0.019705857291364884
94,Eddy Curry,C,30,DAL,2,0,12.5,2.0,4.0,0.0,0.0,2.0,4.0,0.5,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.5,3.5,4.5,-0.1,0.0,-0.1,-11.2,-3.7,-14.9,-0.1,2013,curryed01,  23852 ,0.0004064827280628504
95,Stephen Curry,PG,24,GSW,78,78,38.2,8.0,17.8,3.5,7.7,4.5,10.1,3.4,3.7,0.8,3.3,4.0,6.9,1.6,0.2,3.1,2.5,22.9,8.4,2.8,11.2,5.3,0.1,5.4,5.6,2013,curryst01,  3958742 ,0.06746437396683652
96,Samuel Dalembert,C,31,MIL,47,23,16.3,2.9,5.4,0.0,0.0,2.9,5.4,0.8,1.2,2.2,3.6,5.9,0.4,0.4,1.1,1.1,1.9,6.7,0.9,1.2,2.2,-0.8,0.2,-0.6,0.3,2013,dalemsa01,  6698565 ,0.11415608650454166
97,Marquis Daniels,SF,32,MIL,59,33,18.4,2.2,5.9,0.3,1.2,1.9,4.7,0.7,0.9,0.8,1.7,2.5,1.1,0.9,0.2,0.8,1.3,5.5,-0.6,1.1,0.5,-3.5,0.6,-2.9,-0.2,2013,daniema01,  1229255 ,0.020948806216874862
98,Anthony Davis,PF,19,NOH,64,60,28.8,5.5,10.6,0.0,0.1,5.5,10.5,2.6,3.5,2.6,5.6,8.2,1.0,1.2,1.8,1.4,2.5,13.5,3.7,2.4,6.1,1.8,0.7,2.5,2.1,2013,davisan02,  5144280 ,0.08766816067076807
99,Ed Davis,C-PF,23,TOT,81,28,20.1,3.2,6.0,0.0,0.0,3.2,6.0,1.3,2.1,1.9,3.8,5.7,0.8,0.5,1.0,0.8,2.4,7.7,2.9,2.4,5.4,-0.2,0.4,0.2,0.9,2013,davised01,  2207040 ,0.03761209291228548
100,Glen Davis,PF,27,ORL,34,33,31.3,6.3,14.1,0.0,0.1,6.3,14.0,2.5,3.4,1.6,5.6,7.2,2.1,0.9,0.6,1.9,2.6,15.1,-0.1,0.9,0.8,-1.6,-0.3,-1.9,0.0,2013,davisgl01,  6400000 ,0.10906798002692615
101,Austin Daye,SF,24,TOT,55,0,12.3,1.6,3.8,0.7,1.8,0.9,2.0,0.5,0.6,0.3,1.9,2.2,0.8,0.3,0.4,0.5,1.5,4.5,0.8,0.9,1.6,-0.7,1.1,0.4,0.4,2013,dayeau01,  2958077 ,0.05041116924282963
102,Nando De Colo,SG,25,SAS,72,6,12.8,1.5,3.3,0.4,1.1,1.0,2.2,0.5,0.6,0.3,1.6,1.9,1.9,0.6,0.1,1.1,1.2,3.8,0.0,1.4,1.3,-2.4,1.2,-1.2,0.2,2013,decolna01,  1400000 ,0.023858620630890098
103,Carlos Delfino,SF,30,HOU,67,5,25.2,3.7,9.3,2.4,6.3,1.4,3.0,0.7,0.8,0.3,3.0,3.3,2.0,1.0,0.1,1.1,1.7,10.6,2.0,1.5,3.5,1.1,0.3,1.4,1.5,2013,delfica01,  3000000 ,0.051125615637621635
104,Luol Deng,SF,27,CHI,75,75,38.7,6.2,14.6,1.0,3.1,5.2,11.5,3.1,3.8,2.2,4.2,6.3,3.0,1.1,0.4,1.9,1.4,16.5,3.0,3.3,6.3,1.0,-0.3,0.8,2.0,2013,denglu01,  13305000 ,0.22674210535285197
105,DeMar DeRozan,SG,23,TOR,82,82,36.7,6.7,15.0,0.4,1.5,6.3,13.5,4.3,5.2,0.6,3.3,3.9,2.5,0.9,0.3,1.8,2.1,18.1,3.1,1.6,4.7,-0.2,-1.2,-1.4,0.4,2013,derozde01,  3344250 ,0.05699228003203872
106,Boris Diaw,PF,30,SAS,75,20,22.8,2.4,4.4,0.4,1.0,2.0,3.4,0.6,0.9,0.9,2.5,3.4,2.4,0.7,0.4,1.1,1.9,5.8,2.2,2.3,4.4,-0.7,1.5,0.8,1.2,2013,diawbo01,  4500000 ,0.07668842345643245
107,DeSagana Diop,C,31,CHA,22,1,10.3,0.4,1.2,0.0,0.0,0.4,1.2,0.0,0.0,0.5,1.9,2.3,0.6,0.2,0.7,0.4,0.9,0.7,-0.3,0.2,-0.1,-5.2,0.5,-4.7,-0.2,2013,diopde01,  7372200 ,0.1256360878678914
108,Keyon Dooling,PG,32,MEM,7,0,11.7,1.4,3.0,0.7,1.7,0.7,1.3,0.9,1.0,0.0,0.1,0.1,1.1,0.1,0.0,0.7,1.1,4.4,0.2,0.1,0.2,-1.2,-0.2,-1.4,0.0,2013,doolike01,  1352181 ,0.023043695359498288
109,Toney Douglas,PG,26,TOT,71,0,18.2,2.6,6.6,1.2,3.0,1.5,3.5,1.1,1.2,0.5,1.5,1.9,2.1,1.0,0.0,1.1,2.0,7.5,1.4,1.0,2.4,-0.9,0.3,-0.5,0.5,2013,douglto01,  2067880 ,0.03524054602157501
110,Chris Douglas-Roberts,SG,26,DAL,6,0,10.5,0.8,2.3,0.0,0.7,0.8,1.7,1.2,1.7,0.0,0.8,0.8,0.7,0.3,0.0,0.2,0.7,2.8,0.0,0.0,0.1,-3.9,0.2,-3.8,0.0,2013,douglch01,  72892 ,0.001242216125019172
111,Andre Drummond,C,19,DET,60,10,20.7,3.5,5.7,0.0,0.0,3.5,5.7,1.0,2.7,2.8,4.8,7.6,0.5,1.0,1.6,1.0,2.4,7.9,2.2,2.3,4.5,1.0,1.5,2.5,1.4,2013,drumman01,  2356320 ,0.04015610354641354
112,Jared Dudley,SF,27,PHO,79,50,27.5,4.0,8.5,1.3,3.4,2.6,5.0,1.6,2.1,1.0,2.1,3.1,2.6,0.9,0.1,1.3,1.6,10.9,3.9,0.9,4.8,1.0,-0.4,0.6,1.5,2013,dudleja01,  4250000 ,0.07242795548663065
113,Chris Duhon,PG,30,LAL,46,9,17.8,1.0,2.7,0.7,2.0,0.3,0.7,0.1,0.3,0.2,1.2,1.5,2.9,0.4,0.0,0.9,1.2,2.9,0.6,0.4,1.0,-2.4,-0.5,-2.9,-0.2,2013,duhonch01,  3500000 ,0.059646551577225246
114,Mike Dunleavy,SF,32,MIL,75,3,25.9,3.7,8.3,1.7,4.0,2.0,4.3,1.4,1.7,0.4,3.5,3.9,1.9,0.5,0.5,1.2,1.8,10.5,2.7,1.7,4.4,0.5,-0.2,0.4,1.2,2013,dunlemi02,  3750000 ,0.06390701954702704
115,Kevin Durant,SF,24,OKC,81,81,38.5,9.0,17.7,1.7,4.1,7.3,13.6,8.4,9.3,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,13.6,5.3,18.9,7.6,1.7,9.3,8.9,2013,duranke01,  16669630 ,0.2840816987337889
116,Devin Ebanks,SF,23,LAL,19,3,10.4,1.3,3.8,0.3,1.2,0.9,2.7,0.6,0.7,0.5,1.6,2.2,0.5,0.2,0.1,0.6,1.2,3.4,-0.2,0.1,-0.1,-5.3,-2.5,-7.7,-0.3,2013,ebankde01,  1054389 ,0.017968762248845412
117,Wayne Ellington,SG,25,TOT,78,21,21.3,2.9,6.8,1.2,3.1,1.7,3.7,0.9,1.0,0.3,1.8,2.1,1.3,0.6,0.0,0.7,1.0,7.9,2.1,1.1,3.2,0.0,-0.5,-0.5,0.6,2013,ellinwa01,  2083042 ,0.03549893488300755
118,Monta Ellis,SG,27,MIL,82,82,37.5,7.3,17.5,1.1,4.0,6.1,13.5,3.5,4.6,0.5,3.3,3.9,6.0,2.1,0.4,3.1,2.0,19.2,1.2,3.3,4.6,0.3,0.3,0.6,2.1,2013,ellismo01,  11000000 ,0.18746059067127932
119,Kim English,SG,24,DET,41,0,9.9,1.0,2.7,0.3,1.2,0.7,1.5,0.5,0.7,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9,0.0,0.2,0.2,-4.0,-0.2,-4.2,-0.2,2013,engliki01,  473604 ,0.008071098689480052
120,Jeremy Evans,PF,25,UTA,37,0,5.8,0.7,1.2,0.0,0.0,0.7,1.2,0.6,0.9,0.7,0.9,1.6,0.3,0.2,0.4,0.2,0.8,2.0,0.7,0.3,0.9,0.9,1.3,2.2,0.2,2013,evansje01,  1794872 ,0.030587978663576407
121,Reggie Evans,PF,32,BRK,80,56,24.6,1.6,3.3,0.0,0.0,1.6,3.3,1.4,2.8,3.3,7.9,11.1,0.5,0.9,0.2,1.4,2.5,4.5,0.8,3.5,4.3,-1.7,0.0,-1.7,0.1,2013,evansre01,  1622617 ,0.027652431023023567
122,Tyreke Evans,SG,23,SAC,65,61,31.0,5.6,11.8,0.7,2.0,4.9,9.7,3.2,4.2,0.9,3.6,4.4,3.5,1.4,0.4,2.0,2.0,15.2,3.6,0.8,4.4,2.0,-0.2,1.8,1.9,2013,evansty01,  5251825 ,0.08950092878201742
123,Festus Ezeli,C,23,GSW,78,41,14.4,0.9,2.2,0.0,0.0,0.9,2.2,0.6,1.0,1.8,2.2,4.0,0.3,0.3,0.9,0.8,2.0,2.4,0.0,1.5,1.5,-4.0,0.7,-3.4,-0.4,2013,ezelife01,  1020960 ,0.017399069513795395
124,Kenneth Faried,PF,23,DEN,80,80,28.1,4.8,8.6,0.0,0.0,4.8,8.6,2.0,3.3,3.3,5.9,9.2,1.0,1.0,1.0,1.4,2.9,11.5,4.5,3.4,7.8,0.9,0.2,1.1,1.7,2013,farieke01,  1348800 ,0.022986076790674687
125,Derrick Favors,PF,21,UTA,77,8,23.2,3.6,7.4,0.0,0.1,3.6,7.3,2.3,3.4,2.4,4.7,7.1,1.0,0.9,1.7,1.7,3.2,9.4,1.5,2.9,4.4,-1.6,1.1,-0.5,0.7,2013,favorde01,  4753320 ,0.08100547044087322
126,Raymond Felton,PG,28,NYK,68,68,34.0,5.5,13.0,1.4,3.8,4.2,9.2,1.5,1.9,0.8,2.1,2.9,5.5,1.4,0.2,2.3,1.9,13.9,2.5,1.7,4.2,0.9,-0.8,0.1,1.2,2013,feltora01,  3480453 ,0.05931343410760238
127,Landry Fields,SF,24,TOR,51,22,20.3,2.0,4.4,0.0,0.3,2.0,4.1,0.7,1.0,1.2,2.9,4.1,1.2,0.6,0.2,0.8,1.2,4.7,0.3,0.8,1.1,-1.8,0.0,-1.8,0.1,2013,fieldla01,  6250000 ,0.10651169924504507
128,Derek Fisher,SG-PG,38,TOT,33,9,17.4,1.7,4.9,0.9,2.4,0.8,2.5,1.1,1.2,0.1,1.1,1.1,1.4,0.6,0.1,0.9,1.7,5.3,0.0,0.4,0.4,-3.1,-0.3,-3.4,-0.2,2013,fishede01,  182942 ,0.003117674125325926
129,Derek Fisher,SG-PG,38,TOT,33,9,17.4,1.7,4.9,0.9,2.4,0.8,2.5,1.1,1.2,0.1,1.1,1.1,1.4,0.6,0.1,0.9,1.7,5.3,0.0,0.4,0.4,-3.1,-0.3,-3.4,-0.2,2013,fishede01,  413608 ,0.007048654544215136
130,Evan Fournier,SG,20,DEN,38,4,11.3,2.0,4.0,0.6,1.4,1.4,2.6,0.8,1.0,0.2,0.8,0.9,1.2,0.5,0.0,0.8,1.7,5.3,0.7,0.3,1.0,-1.3,0.0,-1.4,0.1,2013,fournev01,  1361400 ,0.023200804376352697
131,Randy Foye,SG,29,UTA,82,72,27.4,3.6,9.0,2.2,5.3,1.4,3.7,1.4,1.8,0.2,1.3,1.5,2.0,0.8,0.3,1.1,2.3,10.8,2.8,0.9,3.7,0.1,-0.7,-0.6,0.8,2013,foyera01,  2500000 ,0.04260467969801803
132,Jimmer Fredette,SG,23,SAC,69,0,14.0,2.5,5.9,0.9,2.3,1.6,3.7,1.2,1.4,0.3,0.8,1.0,1.3,0.4,0.0,1.0,0.9,7.2,1.1,-0.1,1.1,1.1,-2.5,-1.3,0.2,2013,fredeji01,  2406240 ,0.04100683379062356
133,Joel Freeland,PF,25,POR,51,1,9.4,1.1,2.8,0.0,0.0,1.1,2.8,0.4,0.5,0.8,1.5,2.3,0.3,0.3,0.2,0.4,1.3,2.6,-0.2,0.4,0.2,-4.7,-0.7,-5.4,-0.4,2013,freeljo01,  3013512 ,0.05135588541045349
134,Danilo Gallinari,SF,24,DEN,71,71,32.5,5.1,12.3,1.9,5.1,3.2,7.2,4.0,4.9,0.9,4.3,5.2,2.5,0.9,0.5,1.6,1.8,16.2,5.2,2.0,7.2,2.9,-0.1,2.8,2.8,2013,gallida01,  9439000 ,0.1608582286678369
135,Diante Garrett,PG,24,PHO,19,0,7.8,0.8,2.6,0.2,0.8,0.7,1.8,0.3,0.5,0.3,0.5,0.8,1.6,0.5,0.0,0.8,0.3,2.1,-0.3,0.1,-0.2,-3.6,-0.9,-4.4,-0.1,2013,garredi02,  473604 ,0.008071098689480052
136,Marc Gasol,C,28,MEM,80,80,35.0,5.4,10.9,0.0,0.2,5.4,10.7,3.4,4.0,2.3,5.5,7.8,4.0,1.0,1.7,2.0,3.2,14.1,6.1,5.4,11.5,2.1,3.1,5.2,5.1,2013,gasolma01,  13891359 ,0.23673476030607202
137,Pau Gasol,PF,32,LAL,49,42,33.8,5.5,11.8,0.2,0.6,5.3,11.2,2.6,3.6,2.3,6.3,8.6,4.1,0.5,1.2,2.1,1.9,13.7,2.0,1.7,3.7,1.1,0.9,2.0,1.7,2013,gasolpa01,  19000000 ,0.323795565704937
138,Rudy Gay,SF,26,TOT,75,74,35.8,6.9,16.7,1.1,3.5,5.8,13.2,3.2,3.9,1.3,4.8,6.1,2.7,1.5,0.7,2.6,2.4,18.2,0.1,3.9,4.0,0.5,0.5,1.1,2.1,2013,gayru01,  16460538 ,0.2805183796588217
139,Alonzo Gee,SF,25,CLE,82,82,31.0,3.7,9.1,0.8,2.7,2.9,6.4,2.0,2.5,0.9,3.0,3.9,1.6,1.3,0.4,1.6,2.4,10.3,0.5,1.5,1.9,-2.2,-0.3,-2.6,-0.4,2013,geeal01,  3500000 ,0.059646551577225246
140,Paul George,SF,22,IND,79,79,37.6,6.2,14.9,2.2,5.9,4.1,8.9,2.8,3.5,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9,17.4,2.7,6.3,9.0,1.5,2.3,3.8,4.4,2013,georgpa01,  2574120 ,0.04386782324170487
141,Daniel Gibson,PG,26,CLE,46,3,20.0,1.8,5.4,1.2,3.5,0.6,1.8,0.6,0.8,0.1,1.2,1.3,1.8,0.7,0.1,0.7,1.9,5.4,0.3,0.2,0.5,-2.8,-0.6,-3.4,-0.3,2013,gibsoda01,  4792332 ,0.08167030794662486
142,Taj Gibson,PF,27,CHI,65,5,22.4,3.3,6.8,0.0,0.1,3.3,6.7,1.4,2.0,1.9,3.4,5.3,0.9,0.4,1.4,1.2,2.6,8.0,1.0,2.3,3.3,-2.1,1.0,-1.1,0.3,2013,gibsota01,  2155811 ,0.03673905485778558
143,Drew Gooden,C,31,MIL,16,0,9.4,1.3,3.8,0.1,0.3,1.2,3.5,0.7,1.0,0.8,1.1,1.9,0.4,0.3,0.4,0.6,1.3,3.3,-0.3,0.2,-0.1,-6.1,-0.6,-6.7,-0.2,2013,goodedr01,  6687400 ,0.11396581400501031
144,Ben Gordon,SG,29,CHA,75,0,20.8,4.1,10.1,1.5,3.9,2.6,6.2,1.4,1.7,0.2,1.5,1.7,1.9,0.5,0.2,1.8,1.8,11.2,-0.4,-0.2,-0.6,-0.2,-3.2,-3.4,-0.6,2013,gordobe01,  12400000 ,0.21131921130216944
145,Eric Gordon,SG,24,NOH,42,40,30.1,5.6,13.9,1.3,4.1,4.3,9.8,4.5,5.3,0.2,1.6,1.8,3.3,1.1,0.2,2.8,1.8,17.0,0.8,0.3,1.1,0.6,-1.9,-1.3,0.2,2013,gordoer01,  13668750 ,0.23294108624891358
146,Marcin Gortat,C,28,PHO,61,61,30.8,4.8,9.3,0.0,0.0,4.8,9.2,1.5,2.3,2.1,6.4,8.5,1.2,0.7,1.6,1.6,2.1,11.1,1.3,2.1,3.4,-0.8,0.3,-0.5,0.7,2013,gortama01,  7258960 ,0.12370626629628999
147,Danny Granger,SF,29,IND,5,0,14.8,2.0,7.0,0.4,2.0,1.6,5.0,1.0,1.6,0.6,1.2,1.8,0.6,0.4,0.2,0.8,1.2,5.4,-0.2,0.1,-0.1,-6.3,-2.4,-8.7,-0.1,2013,grangda01,  13058606 ,0.22254309037304656
148,Aaron Gray,C,28,TOR,42,16,12.2,1.1,2.1,0.0,0.0,1.1,2.1,0.5,1.0,1.1,2.0,3.2,0.8,0.2,0.1,0.9,2.0,2.8,0.2,0.4,0.5,-3.9,-0.4,-4.3,-0.3,2013,grayaa01,  2575000 ,0.04388282008895857
149,Danny Green,SG,25,SAS,80,80,27.5,3.7,8.3,2.2,5.2,1.5,3.1,0.8,1.0,0.5,2.6,3.1,1.8,1.2,0.7,1.2,1.6,10.5,2.6,3.2,5.9,1.4,1.4,2.8,2.7,2013,greenda02,  3500000 ,0.059646551577225246
150,Draymond Green,SF,22,GSW,79,1,13.4,1.1,3.3,0.2,0.8,0.9,2.4,0.6,0.7,0.7,2.6,3.3,0.7,0.5,0.3,0.6,2.0,2.9,-0.9,1.6,0.6,-5.0,1.4,-3.6,-0.4,2013,greendr01,  850000 ,0.01448559109732613
151,Gerald Green,SF,27,IND,60,7,18.0,2.6,7.1,1.0,3.1,1.6,3.9,0.9,1.1,0.5,1.8,2.4,0.8,0.3,0.4,0.9,1.1,7.0,-0.3,1.5,1.3,-1.6,-0.3,-1.9,0.0,2013,greenge01,  3500000 ,0.059646551577225246
152,Jeff Green,PF,26,BOS,81,17,27.8,4.6,10.0,0.9,2.2,3.8,7.7,2.6,3.3,0.7,3.2,3.9,1.6,0.7,0.8,1.6,2.2,12.8,1.9,2.8,4.7,-0.2,-0.1,-0.3,1.0,2013,greenje02,  8385000 ,0.14289609570715248
153,Willie Green,SG,31,LAC,72,60,16.5,2.5,5.4,1.0,2.3,1.5,3.1,0.3,0.4,0.2,1.1,1.3,0.8,0.4,0.2,0.4,1.3,6.3,1.7,0.9,2.5,-0.2,-0.7,-0.8,0.3,2013,greenwi01,  1475106 ,0.025138567460249835
154,Blake Griffin,PF,23,LAC,80,80,32.5,7.2,13.4,0.1,0.4,7.2,13.1,3.5,5.3,2.3,6.0,8.3,3.7,1.2,0.6,2.3,2.9,18.0,6.8,3.9,10.6,3.2,0.8,4.1,4.0,2013,griffbl01,  7226892 ,0.12315976754886757
155,Hamed Haddadi,C,27,TOT,30,0,10.7,1.2,2.7,0.0,0.0,1.2,2.7,0.5,0.9,1.4,2.3,3.7,0.4,0.2,0.9,1.0,2.0,2.8,-0.4,0.5,0.1,-6.5,0.4,-6.2,-0.3,2013,haddaha01,  1300000 ,0.022154433442969374
156,Jordan Hamilton,SF,22,DEN,40,1,9.9,2.1,5.0,0.7,1.8,1.4,3.2,0.3,0.7,0.8,1.6,2.4,0.6,0.4,0.2,0.5,0.6,5.2,0.4,0.5,0.8,2.1,-1.2,0.9,0.3,2013,hamiljo02,  1153800 ,0.019662911774229283
157,Richard Hamilton,SG,34,CHI,50,45,21.8,4.1,9.5,0.3,1.0,3.8,8.5,1.3,1.5,0.3,1.3,1.7,2.4,0.5,0.1,1.7,1.9,9.8,-0.6,0.9,0.4,-2.8,-1.2,-4.0,-0.6,2013,hamilri01,  5000000 ,0.08520935939603606
158,Ben Hansbrough,PG,25,IND,28,0,7.1,0.5,1.6,0.2,0.8,0.3,0.8,0.8,1.0,0.1,0.6,0.6,0.8,0.3,0.1,0.6,0.8,2.0,-0.1,0.3,0.2,-5.2,1.0,-4.2,-0.1,2013,hansbbe01,  473604 ,0.008071098689480052
159,Tyler Hansbrough,PF,27,IND,81,8,16.9,2.2,5.0,0.0,0.0,2.2,5.0,2.7,3.7,2.0,2.6,4.6,0.4,0.4,0.2,1.0,1.9,7.0,2.1,2.2,4.4,-1.3,-0.7,-1.9,0.0,2013,hansbty01,  3055259 ,0.05206733243579475
160,James Harden,SG,23,HOU,78,78,38.3,7.5,17.1,2.3,6.2,5.2,10.9,8.6,10.2,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,9.8,3.0,12.8,5.2,0.5,5.6,5.8,2013,hardeja01,  5820417 ,0.0991908007975596
161,Maurice Harkless,SF,19,ORL,76,59,26.0,3.4,7.4,0.4,1.5,3.0,5.9,1.0,1.7,1.6,2.8,4.4,0.7,1.2,0.8,0.9,1.9,8.2,0.7,1.7,2.4,-1.6,0.3,-1.3,0.4,2013,harklma01,  1731960 ,0.02951584041991172
162,Josh Harrellson,C,23,MIA,6,0,5.2,0.7,1.5,0.2,0.8,0.5,0.7,0.2,0.3,0.5,0.7,1.2,0.0,0.2,0.2,0.5,0.7,1.7,0.0,0.0,0.0,-4.5,-1.4,-5.9,0.0,2013,harrejo01,  354197 ,0.006036179893999557
163,Al Harrington,C,32,ORL,10,0,11.9,2.0,5.7,0.8,3.0,1.2,2.7,0.3,0.4,0.6,2.1,2.7,1.0,0.4,0.1,0.7,1.8,5.1,-0.1,0.1,0.0,-3.0,-1.5,-4.5,-0.1,2013,harrial01,  6687400 ,0.11396581400501031
164,Devin Harris,SG,29,ATL,58,34,24.5,3.3,7.6,1.3,4.0,2.0,3.7,1.9,2.7,0.1,1.9,2.0,3.4,1.1,0.2,1.5,1.8,9.9,1.8,1.5,3.3,-0.5,0.6,0.1,0.8,2013,harride01,  8500000 ,0.1448559109732613
165,Terrel Harris,SG,25,TOT,20,0,6.9,0.2,1.4,0.0,0.4,0.2,1.0,0.4,0.5,0.2,1.1,1.3,0.5,0.1,0.2,0.9,0.9,0.8,-0.7,0.1,-0.6,-11.1,-1.5,-12.6,-0.4,2013,harrite01,  186656 ,0.0031809676374853013
166,Tobias Harris,SF-PF,20,TOT,55,34,23.6,4.2,9.3,0.6,2.0,3.6,7.3,1.9,2.5,1.3,3.9,5.2,1.3,0.6,0.8,1.2,2.2,11.0,1.2,1.2,2.4,0.0,-0.5,-0.5,0.5,2013,harrito02,  1524480 ,0.02597999284241381
167,Udonis Haslem,PF,32,MIA,75,59,18.9,1.7,3.3,0.0,0.0,1.7,3.3,0.4,0.6,1.3,4.1,5.4,0.5,0.4,0.2,0.6,2.3,3.9,1.2,2.0,3.2,-2.6,-0.5,-3.2,-0.4,2013,hasleud01,  4060000 ,0.06918999982958128
168,Spencer Hawes,C,24,PHI,82,40,27.2,4.6,9.9,0.4,1.1,4.2,8.8,1.5,1.9,2.1,5.1,7.2,2.2,0.3,1.4,1.6,2.8,11.0,1.7,2.8,4.5,-1.1,0.6,-0.5,0.9,2013,hawessp01,  8500000 ,0.1448559109732613
169,Chuck Hayes,C,29,SAC,74,1,16.3,1.1,2.6,0.0,0.0,1.1,2.6,0.4,0.6,1.5,2.5,4.0,1.5,0.4,0.2,0.6,1.5,2.7,1.1,0.4,1.5,-1.2,-0.2,-1.4,0.2,2013,hayesch01,  5486250 ,0.09349596959730057
170,Gordon Hayward,SF,22,UTA,72,27,29.2,4.7,10.7,1.4,3.4,3.3,7.3,3.4,4.1,0.7,2.4,3.1,3.0,0.8,0.5,1.7,1.7,14.1,4.2,1.2,5.4,2.5,-0.5,2.0,2.1,2013,haywago01,  2709720 ,0.04617870106852537
171,Lazar Hayward,SF,26,MIN,4,0,7.8,0.5,2.5,0.0,1.0,0.5,1.5,1.5,1.5,0.0,1.0,1.0,0.8,0.5,0.0,0.0,0.8,2.5,0.0,0.0,0.1,-3.7,1.8,-1.9,0.0,2013,haywala01,  1174080 ,0.020008520935939602
172,Lazar Hayward,SF,26,MIN,4,0,7.8,0.5,2.5,0.0,1.0,0.5,1.5,1.5,1.5,0.0,1.0,1.0,0.8,0.5,0.0,0.0,0.8,2.5,0.0,0.0,0.1,-3.7,1.8,-1.9,0.0,2013,haywala01,  80413 ,0.0013703880434226897
173,Brendan Haywood,C,33,CHA,61,17,19.0,1.5,3.5,0.0,0.0,1.5,3.5,0.5,1.1,2.0,2.7,4.8,0.5,0.3,0.8,0.8,2.0,3.5,-0.2,0.4,0.1,-4.2,-1.8,-6.0,-1.2,2013,haywobr01,  2050000 ,0.034935837352374786
174,Brendan Haywood,C,33,CHA,61,17,19.0,1.5,3.5,0.0,0.0,1.5,3.5,0.5,1.1,2.0,2.7,4.8,0.5,0.3,0.8,0.8,2.0,3.5,-0.2,0.4,0.1,-4.2,-1.8,-6.0,-1.2,2013,haywobr01,  6299000 ,0.10734675096712623
